"","x"
"327",27.7865466932543
"328",30.5380757982862
"329",33.5674895302943
"330",21.8457917862865
"331",35.9266364998637
"332",31.2784993362336
"333",46.2677616204312
"334",27.4796047677955
"335",43.8119840149787
"336",37.1562847665746
"337",43.5002479463933
"338",37.2387174369317
"339",41.0360586988198
"340",25.266451326511
"341",34.4338698751738
"342",57.6566629275372
"343",40.9773498116104
"344",36.1971842044977
"345",48.6253649886868
"346",34.0696937462924
"347",33.3758455019016
"348",35.7556395658265
"349",43.3403248606708
"350",39.877603479374
"351",33.7312186355635
"352",42.4611588596089
"353",28.6229511749835
"354",47.5178369230839
"355",40.3315380270113
"356",33.9562569575772
"357",34.1425494187747
"358",35.3136263726646
"359",49.5519694523564
"360",40.2407918816522
"361",23.6523223939511
"362",28.6878005096963
"363",22.3562421296856
"364",25.4411281570951
"365",28.7874712719338
"366",36.2343686894063
"367",33.9040937136948
"368",26.0032234027363
"369",41.1229824320971
"370",29.542047885304
"371",31.6685243630033
"372",29.8696856742281
"373",40.9085331185679
"374",44.854659991778
"375",43.8171139331624
"376",56.6911535764736
"377",46.9037533052743
"378",39.8797684755398
"379",30.0336708311703
"380",34.5140069961416
"381",38.7415629540003
"382",45.0466444953173
"383",44.0184903982971
"384",36.8773933466242
"385",37.5935605244216
"386",54.5116368848958
"387",37.7643952927843
"388",38.9710026408246
"389",48.8341167290262
"390",35.0523453073489
"391",43.7037689445576
"392",36.7604043812496
"393",46.9851022148206
"394",56.3563309684342
"395",49.7275794321351
"396",42.0809973342894
"397",27.9700883089911
"398",35.7812118894469
"399",39.5708440226893
"400",27.9646897963765
"401",39.6820569228809
"402",31.7002986585465
"403",47.404550456076
"404",37.0544106846443
"405",38.0253528060187
"406",28.8986822252538
"407",35.7426720491167
"408",36.9390681892653
"409",30.6005419287977
"410",39.7707714235341
"411",26.0693392976101
"412",31.5051208150964
"413",44.2388849695694
"414",47.8497498373832
"415",46.8965934420656
"416",41.939175844487
"417",35.6565381998373
"418",59.9699110947998
"419",30.3573772283357
"420",42.2055439617145
"421",50.8682793143374
"422",36.0614891738259
"423",51.177705223929
"424",47.2042146333596
"425",34.1181415056629
"426",28.9657485641591
"427",50.9924828986431
"428",35.1318355411766
"429",29.6224943753891
"430",28.2196379374837
"431",36.5233988817186
"432",32.0481504486056
"433",52.062930989262
"434",44.8462152452789
"435",36.0161769450914
"436",42.7640255805688
"437",34.015813662615
"438",37.2708742463999
"439",36.0571111047796
"440",26.5780092125029
"441",35.0952803760211
"442",32.2576897083946
"443",53.5096999789528
"444",35.5302896325472
"445",42.3905076958485
"446",42.729866759821
"447",41.5021853091778
"448",41.5599196211558
"449",36.3200062719242
"450",46.7199137846938
"451",34.0815235296395
"452",38.6042165100273
"453",35.9992016385409
"454",49.1663855201067
"455",41.3622043543082
"456",41.335997944823
"457",30.8983410632199
"458",34.3176947045382
"459",42.2446725969638
"460",41.0964039930549
"461",37.3589960953847
"462",29.8658293134676
"463",35.875826275951
"464",41.1744224824932
"465",71.6732636529673
"466",35.8674378399184
"467",45.5086413302038
"468",58.8298764327194
"469",56.4836265825993
"470",35.3274111419202
"471",36.5620750043498
"472",32.3788836275842
"473",38.395243999515
"474",36.5079947863499
"475",36.7774888472148
"476",42.1028528209807
"477",41.4618665340034
"478",28.8164817959298
"479",37.0362971623438
"480",47.0454220780176
"481",48.2684936355578
"482",55.8240527331425
"483",44.4711473917577
"484",36.8939080243223
"485",31.8522990494204
"486",38.1899292921846
"487",67.1418037117176
"488",48.0192165361944
"489",40.3883369167734
"490",48.5613855427582
"491",46.3385770402475
"492",52.1730641607824
"493",34.8674053767541
"494",30.1245439514115
"495",40.8140112297638
"496",51.8550425886393
"497",43.3387674476753
"498",25.2230348231602
"499",33.2738579521031
"500",59.6030020942146
"501",40.7281429865382
"502",47.4377087999243
"503",37.3308779114654
"504",29.5872110594158
"505",34.8697712041134
"506",41.8089802917792
"507",39.7545188681754
"508",36.2133548334202
"509",37.9560332840996
"510",46.6605181563547
"511",39.6657230663198
"512",30.5764280091824
"513",40.7587338955858
"514",26.2924644856885
"515",37.948434325746
"516",29.8635712162843
"517",44.4614067011008
"518",41.7952909399986
"519",45.6826089689206
"520",39.851301704344
"521",40.9182534220018
"522",34.1375476943291
"523",47.5682327743667
"524",33.6997751128665
"525",39.9489662868572
"526",47.3798612846388
"527",37.4638693869481
"528",36.6096721606124
"529",58.0177598399994
"530",27.8666841515356
"531",41.6056460657616
"532",31.1160157089933
"533",47.2088377886454
"534",38.4885811587512
"535",83.4165711106764
"536",35.2511928795679
"537",31.9040160910197
"538",42.6047661633993
"539",37.1756089841752
"540",28.1280086334288
"541",47.9414513854886
"542",49.5708855646556
"543",31.7112727027842
"544",45.4500829123981
"545",65.8136537479949
"546",41.7752430942639
"547",40.4828394658231
"548",37.5124071448486
"549",51.9791699863642
"550",51.0306948137977
"551",27.7501838113876
"552",41.4330237947509
"553",48.2093596961128
"554",39.9993428437723
"555",36.3439914785638
"556",33.2172223823449
"557",64.2346459274789
"558",43.2517897501324
"559",51.8841635858752
"560",38.2713866522079
"561",28.5833886491586
"562",51.2987138733318
"563",45.0127165734595
"564",32.3944455709335
"565",45.721020777705
"566",33.7793897598509
"567",33.8958775618871
"568",41.0324190332989
"569",46.2496251659803
"570",31.4218717442711
"571",51.2066595093169
"572",35.1408748522878
"573",33.882528425035
"574",38.9797085514917
"575",42.5450651550335
"576",28.6335317818074
"577",66.3437500762721
"578",36.6425776341872
"579",47.6463373754838
"580",36.0865436322194
"581",39.9648049962789
"582",26.9071099757133
"583",41.4049440407033
"584",44.0545262379212
"585",49.8792212920115
"586",52.0721480315125
"587",20.4132293923847
"588",41.0670494207356
"589",34.6898713521231
"590",39.9898238457761
"591",36.0216951513497
"592",29.784752265745
"593",37.5882175636359
"594",42.3713179260507
"595",38.5776328172431
"596",50.2460711888658
"597",37.4536283573585
"598",47.5319524192793
"599",32.8771478433681
"600",29.7498215928036
"601",31.4244352702143
"602",41.6922013810514
"603",32.6082755576565
"604",41.468251244884
"605",37.618495223379
"606",46.2768897593222
"607",52.4086485797442
"608",49.9329725576189
"609",56.0658549414299
"610",44.3465973710984
"611",34.2152626165987
"612",46.2731897057959
"613",39.303378441987
"614",36.5192619100453
"615",57.9802853058326
"616",48.5997996072249
"617",27.6133616117468
"618",31.0805138918185
"619",52.0775728942095
"620",24.5124741242202
"621",27.8214578183666
"622",31.6180237962919
"623",38.5522970410905
"624",37.0278719341736
"625",37.7801799124715
"626",49.0697710921359
"627",36.1600627949488
"628",24.6772073287629
"629",34.2393725688812
"630",35.3187842103313
"631",27.3403948238032
"632",71.7363662801304
"633",35.2457009768649
"634",50.6620185251358
"635",45.2306087210079
"636",29.5215254376122
"637",35.459385820536
"638",43.8798797362177
"639",23.5170876820012
"640",31.7743644235462
"641",43.1045425801791
"642",44.2795690111367
"643",48.9364483591564
"644",41.0993646094964
"645",31.9092380066861
"646",38.1823650976024
"647",37.1761458546789
"648",64.4154646778431
"649",37.615797603084
"650",42.5279896355162
"651",38.479947821184
"652",43.7783759861691
"653",37.0527366210455
"654",31.2305592701756
"655",48.4659439303659
"656",45.0680292393201
"657",37.3779962620714
"658",46.6912645404101
"659",36.1961593043269
"660",44.1461808557737
"661",50.6785506250944
"662",24.9916121197077
"663",29.2597970296334
"664",44.4948433800537
"665",36.1689020865054
"666",26.0603931449726
"667",36.8722556101602
"668",41.955989906176
"669",51.3445673200779
"670",40.8810201217799
"671",41.5876593156467
"672",61.4479508433797
"673",28.7181792848549
"674",38.5110729022558
"675",45.2186208511063
"676",26.013950980717
"677",28.3459487766373
"678",28.1722294142486
"679",35.3637114588071
"680",43.7814747449929
"681",38.263534513574
"682",30.7985573264883
"683",39.0698005741621
"684",46.7898724272564
"685",39.3517223635019
"686",32.7566864977788
"687",36.4126999355663
"688",47.959953791358
"689",55.3907629572708
"690",49.6684186074633
"691",40.9653599874686
"692",38.2729725286358
"693",35.8804699496423
"694",45.3057996708219
"695",36.2745916659784
"696",37.4519889178022
"697",47.8696296316609
"698",50.5871094046839
"699",40.3419811400058
"700",62.8826630635466
"701",30.6822508201909
"702",33.9530431323747
"703",39.4091713356529
"704",45.1446250874184
"705",44.3897937764743
"706",36.5525205826114
"707",35.7709533610243
"708",26.7103959736041
"709",24.2868612495839
"710",43.9242461797629
"711",35.0731760350679
"712",31.3828779317493
"713",33.5420863403489
"714",53.1495736293213
"715",64.5267596541779
"716",29.9664250676094
"717",52.6419947731729
"718",33.9007339230723
"719",41.7364390841049
"720",36.8329978300713
"721",41.1851195400803
"722",39.2262785785071
"723",49.120040471928
"724",45.5044601721119
"725",32.5450846387162
"726",34.8808583273839
"727",58.5039897927371
"728",25.1523377555104
"729",48.1803539477007
"730",43.6494806408357
"731",35.3422399183742
"732",51.4012530876441
"733",32.0092996506872
"734",41.9777970247194
"735",57.5792817463844
"736",44.3418945546838
"737",46.0808224861716
"738",33.9068743741161
"739",53.3401501170813
"740",52.6426056600288
"741",55.5985818878057
"742",25.1971792581672
"743",28.0609738292281
"744",23.7414342534423
"745",53.9829535073812
"746",44.7181902275713
"747",36.8965851355178
"748",31.9439827540907
"749",29.4574864007306
"750",52.6162435798597
"751",54.1128795783613
"752",31.7163840302245
"753",46.9143604918442
"754",34.1546130469673
"755",33.9041278160395
"756",37.043685212801
"757",36.2836510188964
"758",27.065301038182
"759",42.6638094609877
"760",50.204395413792
"761",37.0499424427269
"762",27.6013324694335
"763",47.8517723061849
"764",42.6916610736192
"765",42.8227535527769
"766",41.3889388527537
"767",52.4871921526587
"768",38.4918314750535
"769",47.1018666480619
"770",46.6066006064005
"771",40.4261105536638
"772",40.6693116475099
"773",34.8163246868706
"774",44.0912490265842
"775",45.6382384587675
"776",32.3990135044146
"777",42.724987915987
"778",40.2227972891104
"779",46.4496752690372
"780",49.7885039516141
"781",24.8226789249167
"782",32.9408516737744
"783",38.4831203836306
"784",31.903309438908
"785",54.292671765321
"786",37.6365614933717
"787",64.0998591878375
"788",54.2157474958977
"789",36.853877212718
"790",44.2728317474787
"791",53.6794957311043
"792",33.7322917846738
"793",57.8199598729502
"794",36.2655182023271
"795",37.6771679065852
"796",33.2859991072946
"797",35.685040372227
"798",49.2766453664222
"799",61.0563462844676
"800",35.7291273395776
"801",45.5925400033107
"802",29.905798346467
"803",46.8579036462951
"804",52.1160788101201
"805",36.1105079473614
"806",40.7020796122895
"807",42.2807683768423
"808",35.3316333507963
"809",37.8010356173742
"810",40.1084563232474
"811",43.8044257471773
"812",54.3067346513237
"813",42.1280829007571
"814",45.3018410458894
"815",45.5174835615709
"816",42.0820591561379
"817",32.5296182208983
"818",28.1242800822479
"819",27.7687252983115
"820",21.346394243658
"821",56.1887769746061
"822",35.0616774669919
"823",27.0729731559267
"824",55.9512567452991
"825",61.4581445467245
"826",28.5326679668424
"827",22.9992415107533
"828",22.9381500052793
"829",37.1924722480124
"830",31.0787303410862
"831",36.0786996866196
"832",28.7523983313241
"833",54.607347768284
"834",53.1508655280481
"835",36.7857328130396
"836",50.1490685472892
"837",19.6337148194364
"838",57.4030223253961
"839",29.5262240102799
"840",53.6080410035041
"841",33.2092735399564
"842",40.4833074104347
"843",48.880987498998
"844",31.5672075793437
"845",37.8162018847447
"846",30.084963569469
"847",30.242511117262
"848",28.8290036326719
"849",29.8139066219368
"850",40.9273073566239
"851",44.9229214390494
"852",39.8177365728233
"853",40.400853901542
"854",46.7467861341776
"855",30.255964846106
"856",47.7714230375707
"857",40.7183479598454
"858",32.6652943671908
"859",36.2990574857298
"860",36.7384716310031
"861",58.5230204550202
"862",36.9759666083201
"863",43.6129661380922
"864",43.2779801804438
"865",43.6371311137528
"866",45.027923633554
"867",42.2691216090031
"868",37.5516806522555
"869",50.8209665194141
"870",57.2057919578746
"871",45.5720629730114
"872",51.6182436504601
"873",28.8801286100228
"874",39.5872823480679
"875",45.8744280814789
"876",43.9587110271844
"877",49.4504942808401
"878",49.365274938361
"879",34.8783405095017
"880",25.595592110308
"881",67.3410779061225
"882",45.0267852913798
"883",29.0622816514413
"884",32.3958721905298
"885",37.4578086024936
"886",50.6990155584536
"887",61.380498701187
"888",41.8295222876664
"889",49.1938522124576
"890",43.9847032923989
"891",38.5602044846994
"892",32.9630621432956
"893",36.3470703954445
"894",32.9328578237345
"895",26.5403062441145
"896",40.0634543131349
"897",39.3090087033505
"898",33.5518107376035
"899",47.9756190045955
"900",50.12583739224
"901",44.0651723218205
"902",36.5296707206279
"903",28.037217196029
"904",32.8707169964936
"905",31.2054320959923
"906",54.1012840049977
"907",44.1589838860647
"908",30.6309758423196
"909",40.2928050357178
"910",47.4406870431113
"911",40.4618240015256
"912",33.633475406439
"913",40.8192627338621
"914",27.2210243928135
"915",44.6062821424884
"916",50.3157371226766
"917",46.1175959383371
"918",45.1993677501162
"919",50.6100160787813
"920",39.4087929086383
"921",40.6952734974823
"922",41.7449759202526
"923",49.2570285168786
"924",47.7083795629404
"925",35.9297861799191
"926",66.5100161986608
"927",35.5553859185697
"928",34.6661779063216
"929",33.6907167460616
"930",42.211346831902
"931",33.9407393950318
"932",40.7687748112895
"933",39.9648269063687
"934",45.4968142072244
"935",47.9047383713731
"936",46.8073048949701
"937",49.4693495806776
"938",46.2132181157606
"939",52.7134630995187
"940",41.471781759792
"941",25.7943063129969
"942",39.5500443582957
"943",43.9935223517015
"944",44.0426547691079
"945",38.7144298582744
"946",41.3217972933923
"947",41.5333429548929
"948",44.8887829286813
"949",43.3317137093024
"950",78.6431020752023
"951",25.7227038498351
"952",36.9174234772672
"953",44.2355119050459
"954",35.9128355218055
"955",36.4718520675118
"956",25.6407949553921
"957",43.6379585117801
"958",40.5893420562434
"959",41.5717268573909
"960",38.3750263259165
"961",30.6095834424003
"962",26.5492774655943
"963",53.6991726332494
"964",46.4819234471824
"965",39.5203565853261
"966",38.3457154409924
"967",39.524218656328
"968",40.5903717858314
"969",38.9663789258254
"970",37.4540514742532
"971",42.1327397308539
"972",51.0318714280514
"973",43.8989458161866
"974",39.7031840067805
"975",50.8497987764159
"976",46.8063854672537
"977",59.7356849883727
"978",45.8170239919859
"979",57.2557907341569
"980",39.2126819033315
"981",30.9845858147283
"982",41.7370487280873
"983",34.8492801848847
"984",50.7281647106959
"985",44.797905168559
"986",53.4816053569353
"987",32.2780248434232
"988",50.1593173397128
"989",37.6383683688672
"990",41.4265058235912
"991",41.208597421081
"992",29.604765502699
"993",29.35260684712
"994",40.9824136080829
"995",43.0290180603655
"996",32.2985365735929
"997",40.0217201826966
"998",44.2530858003076
"999",45.2517911788722
"1000",34.483462584605
